credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR001190,CL01100,2025-09-01,Avance de nómina,3950000,6,0.0202,706000,Aliado,900,0.0767,Automática,Finalizado,0,0,27,0.8333333333333334,1,39,F,4,Técnico/Tecnólogo,Empleado,9200000.0,812.0,Campaña digital,False,1,Android,0,0,16,326,5,2,1,0,5,1,1,0.9375,0.0,201.9375,0.5
CR001191,CL01100,2026-01-10,Crédito libre inversión,9600000,6,0.0237,1735000,Aliado,900,0.1886,Automática,Activo,0,0,0,0.75,0,39,F,4,Técnico/Tecnólogo,Empleado,9200000.0,812.0,Campaña digital,False,1,Android,0,0,16,326,5,2,1,0,5,1,1,0.9375,0.0,201.9375,0.5
CR001192,CL01101,2025-07-17,Crédito libre inversión,1350000,12,0.028,134000,App,792,0.0713,Automática,Mora severa,0,1,112,0.5,3,46,F,5,Posgrado,Desempleado,1880000.0,616.0,Aliado comercial,True,1,Web,0,0,13,657,8,2,0,0,2,0,0,0.8461538461538461,0.15384615384615385,145.92307692307693,0.0
CR001193,CL01101,2024-11-30,Microcrédito,1500000,12,0.028,149000,App,770,0.0793,Automática,Mora severa,0,1,49,0.6666666666666666,2,46,F,5,Posgrado,Desempleado,1880000.0,616.0,Aliado comercial,True,1,Web,0,0,13,657,8,2,0,0,2,0,0,0.8461538461538461,0.15384615384615385,145.92307692307693,0.0
CR001195,CL01103,2025-10-21,Avance de nómina,1150000,12,0.0183,108000,App,848,0.0262,Automática,Activo,0,0,6,0.8333333333333334,1,57,M,2,Universitario,Conductor/Repartidor,4130000.0,668.0,App orgánico,True,1,Android,0,0,9,233,4,1,1,0,2,0,1,0.7777777777777778,0.1111111111111111,181.0,1.0
CR001196,CL01104,2023-05-17,Crédito libre inversión,1050000,18,0.0271,75000,App,787,0.0636,Automática,Mora severa,0,1,99,0.5,3,35,F,2,Técnico/Tecnólogo,Independiente,1180000.0,484.0,App orgánico,False,0,Android,0,0,6,603,2,1,1,0,1,0,0,0.8333333333333334,0.16666666666666666,168.83333333333334,1.0
CR001197,CL01106,2025-08-16,Microcrédito,1300000,3,0.0369,466000,Aliado,779,0.3128,Automática,Mora moderada,0,1,43,0.6666666666666666,1,26,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1490000.0,469.0,Campaña digital,False,2,Android,0,0,10,186,2,1,2,1,2,1,0,0.8,0.1,210.1,2.0
CR001198,CL01107,2024-01-06,Microcrédito,1350000,12,0.0325,138000,Call center,779,0.1211,Automática,Mora severa,0,0,7,0.6666666666666666,2,42,M,2,Sin información,Conductor/Repartidor,1140000.0,567.0,Campaña digital,False,0,Android,0,0,6,235,1,0,1,0,1,1,2,0.5,0.16666666666666666,120.16666666666667,0.0
CR001199,CL01108,2023-05-18,Crédito consumo digital,450000,12,0.0322,46000,App,741,0.039,Automática,Mora moderada,0,1,43,0.8333333333333334,1,25,M,2,Universitario,Estudiante,1180000.0,488.0,Campaña digital,True,1,iOS,0,0,9,786,2,2,1,0,2,0,0,1.0,0.0,131.77777777777777,0.5
CR001200,CL01109,2025-02-01,Microcrédito,4850000,12,0.0354,503000,Web,666,0.2177,Automática,Finalizado,0,0,0,1.0,0,30,F,2,Universitario,Empleado,2310000.0,588.0,Campaña digital,False,0,Android,1,0,13,1048,7,1,0,1,4,0,0,0.8461538461538461,0.07692307692307693,121.15384615384616,0.0
CR001201,CL01111,2025-09-20,Crédito libre inversión,4500000,3,0.0172,1552000,App,760,0.7838,Excepción,Mora severa,0,1,78,0.0,3,34,M,2,Universitario,Independiente,1980000.0,398.0,Referido,True,1,Android,0,0,12,235,2,1,1,0,6,1,0,0.75,0.25,167.25,1.0
CR001202,CL01111,2025-10-24,Microcrédito,1500000,3,0.0328,533000,App,688,0.2692,Automática,Mora moderada,0,1,42,0.0,3,34,M,2,Universitario,Independiente,1980000.0,398.0,Referido,True,1,Android,0,0,12,235,2,1,1,0,6,1,0,0.75,0.25,167.25,1.0
CR001205,CL01114,2025-12-12,Crédito libre inversión,4750000,12,0.0332,486000,Web,755,0.1442,Automática,Activo,0,0,0,0.8,0,41,M,2,Universitario,Empleado,3370000.0,527.0,Referido,False,1,Android,0,0,5,59,2,0,0,0,2,0,1,0.6,0.2,160.2,0.0
CR001206,CL01115,2023-11-24,Crédito consumo digital,1500000,12,0.0235,145000,App,653,0.0662,Automática,Mora severa,0,1,73,0.6666666666666666,2,38,M,2,Universitario,Independiente,2190000.0,535.0,Campaña digital,False,1,Android,0,0,7,831,5,1,0,0,0,1,0,1.0,0.0,145.85714285714286,0.0
CR001207,CL01116,2024-11-25,Microcrédito,2900000,6,0.0409,555000,App,679,0.216,Automática,Mora moderada,0,1,50,0.6666666666666666,2,40,M,2,Universitario,Estudiante,1120000.0,449.0,Campaña digital,True,2,Android,0,0,14,594,3,3,1,1,4,1,1,0.7142857142857143,0.14285714285714285,166.35714285714286,0.3333333333333333
CR001208,CL01116,2025-10-03,Microcrédito,2200000,9,0.0446,302000,App,720,0.1175,Automática,Mora severa,0,1,90,0.6666666666666666,2,40,M,2,Universitario,Estudiante,1120000.0,449.0,Campaña digital,True,2,Android,0,0,14,594,3,3,1,1,4,1,1,0.7142857142857143,0.14285714285714285,166.35714285714286,0.3333333333333333
CR001209,CL01117,2024-07-14,Microcrédito,3400000,3,0.039,1223000,App,798,0.4873,Manual,Mora moderada,0,0,30,0.3333333333333333,2,60,F,3,Técnico/Tecnólogo,Conductor/Repartidor,2510000.0,576.0,Referido,False,2,Android,0,0,9,498,2,1,1,0,2,0,2,0.6666666666666666,0.1111111111111111,174.33333333333334,1.0
CR001210,CL01117,2025-08-26,Microcrédito,2950000,6,0.0438,570000,App,754,0.2271,Automática,Mora moderada,0,1,58,0.6666666666666666,2,60,F,3,Técnico/Tecnólogo,Conductor/Repartidor,2510000.0,576.0,Referido,False,2,Android,0,0,9,498,2,1,1,0,2,0,2,0.6666666666666666,0.1111111111111111,174.33333333333334,1.0
CR001211,CL01118,2024-12-06,Microcrédito,900000,3,0.0312,319000,Aliado,726,0.1933,Automática,Mora severa,0,1,119,0.6666666666666666,1,35,F,2,Universitario,Comerciante,1650000.0,573.0,App orgánico,False,2,Android,0,0,10,944,6,1,0,1,1,1,0,0.8,0.1,216.2,0.0
CR001212,CL01119,2026-02-06,Crédito consumo digital,650000,18,0.0334,49000,App,749,0.0521,Automática,Mora moderada,0,1,42,0.0,2,38,M,2,Técnico/Tecnólogo,Desempleado,940000.0,531.0,Aliado comercial,False,1,iOS,0,0,11,234,6,1,1,0,2,0,0,0.8181818181818182,0.18181818181818182,213.9090909090909,1.0
CR001213,CL01120,2024-12-07,Crédito consumo digital,650000,12,0.0267,64000,App,730,0.0464,Automática,Mora severa,0,0,0,1.0,0,47,No informa,1,Técnico/Tecnólogo,Comerciante,1380000.0,533.0,Campaña digital,True,4,iOS,0,0,7,804,2,1,2,0,2,0,0,1.0,0.0,255.42857142857142,2.0
CR001214,CL01121,2025-07-27,Crédito consumo digital,600000,9,0.0384,80000,App,852,0.0452,Automática,Finalizado,0,0,28,0.8333333333333334,1,47,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1770000.0,547.0,Campaña digital,False,1,Android,0,0,13,809,5,2,2,0,1,1,2,0.8461538461538461,0.0,88.38461538461539,1.0
CR001215,CL01121,2024-03-02,Crédito consumo digital,1350000,6,0.0271,247000,App,900,0.1395,Automática,Finalizado,0,0,21,0.8333333333333334,1,47,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1770000.0,547.0,Campaña digital,False,1,Android,0,0,13,809,5,2,2,0,1,1,2,0.8461538461538461,0.0,88.38461538461539,1.0
CR001216,CL01122,2024-02-03,Crédito libre inversión,2250000,12,0.0262,221000,Web,623,0.1381,Automática,Mora severa,0,1,68,0.16666666666666666,5,17,M,3,Bachiller,Estudiante,1600000.0,359.0,App orgánico,False,2,Android,0,1,9,693,2,0,0,1,4,1,1,0.7777777777777778,0.0,148.11111111111111,0.0
CR001217,CL01123,2026-01-02,Crédito libre inversión,6500000,18,0.0231,445000,Web,900,0.0873,Automática,Activo,0,0,0,0.75,0,42,M,6,Sin información,Empleado,5100000.0,738.0,App orgánico,False,2,iOS,0,0,8,506,3,1,1,0,3,0,0,1.0,0.0,145.875,1.0
CR001218,CL01124,2023-06-21,Crédito libre inversión,1400000,9,0.0257,176000,Call center,833,0.0786,Automática,Finalizado,0,0,5,0.8333333333333334,1,25,F,3,Técnico/Tecnólogo,Independiente,2240000.0,545.0,App orgánico,True,1,Android,0,0,13,912,2,2,2,3,3,0,1,0.38461538461538464,0.3076923076923077,152.30769230769232,1.0
CR001219,CL01124,2025-05-28,Avance de nómina,1800000,6,0.0287,331000,App,899,0.1478,Automática,Mora moderada,0,1,52,0.6666666666666666,2,25,F,3,Técnico/Tecnólogo,Independiente,2240000.0,545.0,App orgánico,True,1,Android,0,0,13,912,2,2,2,3,3,0,1,0.38461538461538464,0.3076923076923077,152.30769230769232,1.0
CR001220,CL01124,2023-11-16,Crédito consumo digital,1150000,6,0.0217,206000,Aliado,802,0.092,Automática,Finalizado,0,0,0,1.0,0,25,F,3,Técnico/Tecnólogo,Independiente,2240000.0,545.0,App orgánico,True,1,Android,0,0,13,912,2,2,2,3,3,0,1,0.38461538461538464,0.3076923076923077,152.30769230769232,1.0
CR001221,CL01125,2024-07-23,Crédito consumo digital,2750000,18,0.0376,213000,App,885,0.0819,Automática,Finalizado,0,0,10,0.6666666666666666,2,52,M,5,Técnico/Tecnólogo,Independiente,2600000.0,646.0,App orgánico,True,2,Android,0,0,10,888,3,3,1,0,1,0,0,0.7,0.3,203.4,0.3333333333333333
CR001222,CL01127,2025-06-29,Avance de nómina,500000,12,0.0296,50000,App,885,0.02,Automática,Activo,0,0,0,1.0,0,39,F,4,Técnico/Tecnólogo,Comerciante,2500000.0,635.0,Aliado comercial,False,3,Android,0,0,15,320,5,2,1,0,4,0,2,0.6666666666666666,0.2,141.26666666666668,0.5
CR001223,CL01127,2025-06-12,Microcrédito,4450000,3,0.095,1615000,App,871,0.646,Excepción,Mora moderada,0,1,49,0.3333333333333333,2,39,F,4,Técnico/Tecnólogo,Comerciante,2500000.0,635.0,Aliado comercial,False,3,Android,0,0,15,320,5,2,1,0,4,0,2,0.6666666666666666,0.2,141.26666666666668,0.5
CR001224,CL01128,2024-09-17,Crédito libre inversión,5300000,6,0.017,937000,App,900,0.3052,Automática,Finalizado,0,0,0,1.0,0,28,F,2,Sin información,Empleado,3070000.0,654.0,App orgánico,True,3,Android,0,0,8,500,3,1,2,1,1,0,0,0.875,0.0,194.75,2.0
CR001225,CL01130,2023-04-17,Crédito consumo digital,4700000,9,0.0223,582000,Web,900,0.1302,Automática,Mora severa,0,1,86,0.8333333333333334,1,39,F,3,Técnico/Tecnólogo,Pensionado,4470000.0,730.0,Campaña digital,False,3,Android,0,0,14,1128,4,3,3,1,2,0,0,0.8571428571428571,0.07142857142857142,193.35714285714286,1.0
CR001226,CL01132,2025-12-26,Crédito consumo digital,1900000,9,0.0224,235000,App,763,0.0936,Automática,Activo,0,0,3,0.75,1,40,M,3,Técnico/Tecnólogo,Empleado,2510000.0,614.0,Referido,True,1,iOS,0,0,7,491,1,0,1,0,3,0,1,0.7142857142857143,0.14285714285714285,110.71428571428571,0.0
CR001227,CL01133,2026-02-07,Microcrédito,3500000,6,0.0395,667000,App,845,0.2417,Automática,Activo,0,0,0,0.6666666666666666,0,52,M,1,Universitario,Microempresario,2760000.0,668.0,Campaña digital,True,2,Android,0,0,5,209,0,2,1,0,2,0,0,1.0,0.0,183.0,0.5
CR001228,CL01134,2025-06-19,Crédito consumo digital,4600000,3,0.0257,1613000,App,835,0.4234,Manual,Finalizado,0,0,9,0.6666666666666666,1,41,F,3,Técnico/Tecnólogo,Microempresario,3810000.0,619.0,App orgánico,False,4,Android,0,0,8,450,3,0,3,0,1,1,0,0.75,0.25,194.0,0.0
CR001229,CL01135,2024-11-04,Crédito consumo digital,1050000,18,0.0285,75000,Web,847,0.0357,Automática,Activo,0,0,29,0.8333333333333334,1,34,F,3,Sin información,Empleado,2100000.0,532.0,Call center,False,0,iOS,0,0,10,571,2,1,2,3,2,0,0,0.7,0.0,186.5,2.0
CR001230,CL01136,2024-12-21,Crédito consumo digital,1350000,18,0.0221,92000,Web,888,0.0358,Automática,Activo,0,0,8,0.8333333333333334,1,46,M,3,Posgrado,Microempresario,3240000.0,644.0,App orgánico,False,0,iOS,0,0,13,654,3,1,1,0,7,1,0,0.9230769230769231,0.07692307692307693,198.76923076923077,1.0
CR001231,CL01136,2025-06-28,Crédito libre inversión,3250000,18,0.0206,218000,App,864,0.0848,Automática,Mora moderada,0,1,41,0.8333333333333334,1,46,M,3,Posgrado,Microempresario,3240000.0,644.0,App orgánico,False,0,iOS,0,0,13,654,3,1,1,0,7,1,0,0.9230769230769231,0.07692307692307693,198.76923076923077,1.0
CR001232,CL01137,2024-01-07,Crédito libre inversión,3450000,24,0.0335,212000,Web,769,0.1134,Automática,Mora severa,0,1,101,0.5,3,48,M,3,Técnico/Tecnólogo,Empleado,1870000.0,482.0,App orgánico,False,3,Android,0,0,13,852,5,0,3,0,4,0,0,0.8461538461538461,0.15384615384615385,149.07692307692307,0.0
CR001233,CL01137,2024-09-15,Crédito consumo digital,1000000,9,0.0216,123000,Web,805,0.0658,Automática,Finalizado,0,0,9,0.8333333333333334,1,48,M,3,Técnico/Tecnólogo,Empleado,1870000.0,482.0,App orgánico,False,3,Android,0,0,13,852,5,0,3,0,4,0,0,0.8461538461538461,0.15384615384615385,149.07692307692307,0.0
CR001234,CL01138,2025-07-07,Crédito consumo digital,1350000,12,0.0366,141000,App,862,0.0515,Automática,Activo,0,0,0,1.0,0,24,F,1,Universitario,Empleado,2740000.0,555.0,Call center,False,1,Android,0,0,11,105,3,3,2,0,3,0,0,0.9090909090909091,0.09090909090909091,131.36363636363637,0.6666666666666666
CR001235,CL01138,2025-12-30,Crédito consumo digital,1050000,12,0.0211,100000,App,805,0.0365,Automática,Activo,0,0,0,1.0,0,24,F,1,Universitario,Empleado,2740000.0,555.0,Call center,False,1,Android,0,0,11,105,3,3,2,0,3,0,0,0.9090909090909091,0.09090909090909091,131.36363636363637,0.6666666666666666
CR001236,CL01139,2025-06-04,Avance de nómina,300000,12,0.0262,29000,App,838,0.023,Automática,Activo,0,0,23,0.3333333333333333,4,42,M,3,Bachiller,Independiente,1260000.0,441.0,Campaña digital,True,0,Android,0,0,13,492,5,2,0,0,3,0,3,0.6923076923076923,0.07692307692307693,144.3846153846154,0.0
CR001237,CL01140,2024-08-25,Crédito libre inversión,3900000,18,0.02,260000,Call center,797,0.1187,Automática,Finalizado,0,0,0,1.0,0,43,F,3,Técnico/Tecnólogo,Empleado,2190000.0,556.0,Call center,True,1,Android,0,0,13,972,4,0,5,1,0,1,1,0.7692307692307693,0.07692307692307693,207.6153846153846,0.0
CR001238,CL01141,2025-11-13,Crédito consumo digital,2050000,9,0.03,263000,App,842,0.0802,Automática,Activo,0,0,0,0.8333333333333334,0,33,F,5,Universitario,Independiente,3280000.0,584.0,Campaña digital,False,2,Android,0,0,14,741,4,2,2,0,5,0,1,0.6428571428571429,0.2857142857142857,188.5,1.0
CR001239,CL01141,2023-11-18,Crédito consumo digital,1650000,18,0.0322,122000,Aliado,888,0.0372,Automática,Mora moderada,0,1,58,0.6666666666666666,2,33,F,5,Universitario,Independiente,3280000.0,584.0,Campaña digital,False,2,Android,0,0,14,741,4,2,2,0,5,0,1,0.6428571428571429,0.2857142857142857,188.5,1.0
CR001240,CL01142,2023-05-14,Crédito consumo digital,1250000,9,0.0341,164000,App,873,0.0522,Automática,Finalizado,0,0,0,1.0,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,App orgánico,False,3,Web,0,0,16,1062,4,4,2,1,1,2,1,0.6875,0.1875,138.125,0.5
CR001241,CL01142,2023-12-07,Crédito consumo digital,1350000,9,0.0376,180000,App,852,0.0573,Automática,Finalizado,0,0,0,1.0,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,App orgánico,False,3,Web,0,0,16,1062,4,4,2,1,1,2,1,0.6875,0.1875,138.125,0.5
CR001242,CL01142,2024-10-13,Crédito consumo digital,1200000,18,0.0217,81000,App,870,0.0258,Automática,Finalizado,0,0,0,1.0,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,App orgánico,False,3,Web,0,0,16,1062,4,4,2,1,1,2,1,0.6875,0.1875,138.125,0.5
CR001243,CL01143,2025-05-13,Avance de nómina,650000,9,0.0192,79000,App,900,0.0282,Automática,Mora moderada,0,1,46,0.8333333333333334,1,34,M,3,Universitario,Microempresario,2800000.0,655.0,Campaña digital,False,4,Android,0,0,10,750,4,2,1,0,2,1,0,0.9,0.1,158.1,0.5
CR001244,CL01144,2025-12-29,Crédito libre inversión,4400000,9,0.0262,555000,Web,881,0.2382,Automática,Activo,0,0,0,1.0,0,37,F,2,Universitario,Empleado,2330000.0,654.0,Campaña digital,True,0,Web,0,0,10,364,4,3,1,0,1,1,0,0.9,0.1,182.3,0.3333333333333333
CR001245,CL01145,2024-03-23,Crédito consumo digital,850000,9,0.0329,111000,Web,736,0.081,Automática,Mora moderada,0,0,6,0.6666666666666666,2,34,F,2,Bachiller,Independiente,1370000.0,458.0,App orgánico,False,1,Android,0,0,14,1021,2,0,6,2,2,0,0,0.7142857142857143,0.14285714285714285,207.0,0.0
CR001246,CL01148,2024-12-06,Crédito consumo digital,4300000,6,0.038,815000,App,810,0.2763,Automática,Finalizado,0,0,0,1.0,0,22,M,2,Bachiller,Microempresario,2950000.0,464.0,App orgánico,False,2,Android,0,0,10,595,4,1,0,1,2,1,1,0.6,0.2,189.6,0.0
CR001247,CL01150,2024-06-04,Crédito consumo digital,1200000,6,0.032,223000,App,843,0.1077,Automática,Mora severa,0,1,104,0.8333333333333334,1,28,M,3,Universitario,Empleado,2070000.0,642.0,Campaña digital,False,0,Android,0,0,10,1100,1,2,2,1,1,2,1,0.7,0.1,122.3,1.0
CR001248,CL01152,2025-09-09,Avance de nómina,600000,24,0.0189,31000,App,863,0.0128,Automática,Activo,0,0,0,1.0,0,19,F,5,Universitario,Empleado,2430000.0,589.0,Aliado comercial,False,2,Web,0,0,7,229,2,1,1,1,2,0,0,0.8571428571428571,0.0,129.85714285714286,1.0
CR001249,CL01153,2024-05-06,Desconocido,3000000,6,0.0358,564000,Aliado,900,0.1253,Automática,Finalizado,0,0,26,0.8333333333333334,1,30,F,3,Técnico/Tecnólogo,Empleado,4500000.0,673.0,Campaña digital,False,0,iOS,0,0,8,989,2,1,0,1,1,0,1,0.5,0.25,175.375,0.0
CR001250,CL01155,2025-08-28,Avance de nómina,950000,9,0.0304,122000,Aliado,770,0.0498,Automática,Mora severa,0,1,85,0.3333333333333333,4,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,Campaña digital,True,1,iOS,0,0,19,327,5,2,1,0,7,2,2,0.7894736842105263,0.10526315789473684,128.31578947368422,0.5
CR001251,CL01155,2026-01-30,Microcrédito,1600000,6,0.0311,296000,Aliado,824,0.1208,Automática,Activo,0,0,12,0.6666666666666666,1,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,Campaña digital,True,1,iOS,0,0,19,327,5,2,1,0,7,2,2,0.7894736842105263,0.10526315789473684,128.31578947368422,0.5
CR001252,CL01155,2025-06-21,Crédito libre inversión,4700000,18,0.022,319000,Call center,816,0.1302,Automática,Mora severa,0,1,108,0.6666666666666666,2,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,Campaña digital,True,1,iOS,0,0,19,327,5,2,1,0,7,2,2,0.7894736842105263,0.10526315789473684,128.31578947368422,0.5
CR001253,CL01156,2025-05-27,Avance de nómina,1050000,3,0.0287,370000,App,850,0.0976,Automática,Mora severa,0,1,80,0.6666666666666666,1,46,F,3,Bachiller,Independiente,3790000.0,526.0,App orgánico,False,0,Android,0,0,15,818,7,0,1,0,5,1,1,0.7333333333333333,0.2,142.06666666666666,0.0
CR001254,CL01156,2024-01-27,Crédito libre inversión,4100000,6,0.0307,759000,Web,900,0.2003,Automática,Mora moderada,0,1,35,0.5,3,46,F,3,Bachiller,Independiente,3790000.0,526.0,App orgánico,False,0,Android,0,0,15,818,7,0,1,0,5,1,1,0.7333333333333333,0.2,142.06666666666666,0.0
CR001255,CL01156,2024-09-27,Crédito consumo digital,1950000,6,0.0296,359000,Aliado,886,0.0947,Automática,Mora severa,0,1,111,0.6666666666666666,2,46,F,3,Bachiller,Independiente,3790000.0,526.0,App orgánico,False,0,Android,0,0,15,818,7,0,1,0,5,1,1,0.7333333333333333,0.2,142.06666666666666,0.0
CR001257,CL01159,2024-04-19,Microcrédito,750000,12,0.0301,75000,Aliado,771,0.0551,Automática,Finalizado,0,0,0,1.0,0,46,M,3,Universitario,Empleado,1360000.0,596.0,Aliado comercial,True,1,Android,0,0,20,1057,8,1,3,0,5,0,2,0.8,0.1,149.0,3.0
CR001258,CL01160,2024-06-20,Crédito consumo digital,2100000,3,0.0328,746000,App,854,0.1995,Automática,Finalizado,0,0,0,1.0,0,33,F,3,Universitario,Comerciante,3740000.0,633.0,App orgánico,False,0,Web,0,0,2,337,0,0,0,0,1,0,0,1.0,0.0,214.0,0.0
CR001259,CL01161,2025-09-19,Crédito consumo digital,1900000,24,0.032,115000,App,900,0.0294,Automática,Activo,0,0,0,1.0,0,19,F,2,Bachiller,Empleado,3910000.0,521.0,Aliado comercial,False,1,Android,0,0,11,340,5,1,1,0,2,0,1,0.6363636363636364,0.2727272727272727,138.0909090909091,1.0
CR001261,CL01165,2024-12-31,Microcrédito,3150000,6,0.0336,588000,Aliado,790,0.3063,Automática,Mora moderada,0,0,30,0.6666666666666666,2,46,F,4,Universitario,Independiente,1920000.0,597.0,Referido,False,3,iOS,0,0,15,647,5,0,2,0,3,2,3,0.7333333333333333,0.06666666666666667,191.13333333333333,0.0
CR001262,CL01165,2025-05-13,Crédito consumo digital,1900000,6,0.0319,353000,App,716,0.1839,Automática,Finalizado,0,0,14,0.6666666666666666,2,46,F,4,Universitario,Independiente,1920000.0,597.0,Referido,False,3,iOS,0,0,15,647,5,0,2,0,3,2,3,0.7333333333333333,0.06666666666666667,191.13333333333333,0.0
CR001263,CL01166,2025-05-15,Crédito libre inversión,5050000,24,0.0238,279000,App,900,0.0779,Automática,Activo,0,0,0,1.0,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,Campaña digital,False,2,Android,0,0,10,708,8,1,0,0,0,1,0,0.7,0.3,191.5,0.0
CR001264,CL01166,2023-10-05,Crédito consumo digital,2600000,3,0.0359,930000,Call center,900,0.2598,Automática,Finalizado,0,0,0,1.0,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,Campaña digital,False,2,Android,0,0,10,708,8,1,0,0,0,1,0,0.7,0.3,191.5,0.0
CR001265,CL01166,2025-04-20,Crédito consumo digital,2600000,24,0.025,145000,Web,900,0.0405,Automática,Activo,0,0,0,1.0,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,Campaña digital,False,2,Android,0,0,10,708,8,1,0,0,0,1,0,0.7,0.3,191.5,0.0
CR001266,CL01168,2025-06-21,Crédito consumo digital,4850000,6,0.0315,900000,App,900,0.163,Automática,Finalizado,0,0,0,1.0,0,42,F,6,Bachiller,Empleado,5520000.0,745.0,Campaña digital,False,2,iOS,0,0,8,355,1,2,0,1,1,2,1,0.75,0.0,152.0,0.0
CR001267,CL01169,2024-02-17,Microcrédito,10650000,9,0.0292,1363000,Aliado,900,0.2776,Automática,Finalizado,0,0,16,0.8333333333333334,1,42,F,3,Universitario,Comerciante,4910000.0,740.0,Call center,False,2,iOS,0,0,12,866,3,3,0,1,3,0,0,0.9166666666666666,0.0,150.58333333333334,0.0
CR001268,CL01170,2025-04-07,Crédito consumo digital,2150000,6,0.0287,395000,App,819,0.1091,Automática,Finalizado,0,0,0,1.0,0,45,M,2,Técnico/Tecnólogo,Microempresario,3620000.0,624.0,Campaña digital,True,3,iOS,0,0,7,838,2,2,2,0,1,0,0,0.7142857142857143,0.2857142857142857,181.57142857142858,1.0
CR001269,CL01171,2025-08-17,Avance de nómina,550000,6,0.0213,99000,App,755,0.0604,Automática,Finalizado,0,0,2,0.8333333333333334,1,44,F,2,Bachiller,Independiente,1640000.0,549.0,Call center,False,2,iOS,0,0,7,207,1,1,1,1,1,0,0,0.8571428571428571,0.0,93.42857142857143,1.0
CR001270,CL01172,2025-10-15,Desconocido,2000000,9,0.0339,262000,Aliado,733,0.169,Automática,Activo,0,0,0,1.0,0,39,F,4,Universitario,Estudiante,1550000.0,603.0,Referido,False,2,iOS,0,0,11,522,3,2,0,0,3,0,2,0.6363636363636364,0.18181818181818182,117.81818181818181,0.0
CR001271,CL01173,2025-05-27,Crédito libre inversión,3000000,3,0.028,1057000,App,707,0.6525,Excepción,Finalizado,0,0,20,0.3333333333333333,2,37,M,2,Bachiller,Independiente,1620000.0,526.0,Referido,False,1,Android,0,0,8,180,0,2,0,1,2,2,0,0.875,0.0,131.5,0.0
